sexo,idade,altura,peso,historico_obesidade_familia,consome_comida_calorica,consome_vegetais,n_refeicoes,come_entre_refeicoes,fuma,consumo_diario_agua,frequencia_atividade_fisica,tempo_usando_eletronicos,consumo_alcool,tipo_transporte
M,21.872484,1.699998,95.564428,sim,sim,2.0,2.970675,as vezes,nao,2.0,0.0,0.169294,nao,transporte publico
M,24.408805,1.779547,118.740035,sim,sim,2.736298,2.992903,as vezes,nao,2.045561,0.854957,0.428452,as vezes,transporte publico
M,23.0,,53.0,nao,sim,2.0,3.0,frequentemente,,1.0,3.0,2.0,nao,transporte publico
F,21.0,1.63,,sim,sim,3.0,3.0,sempre,sim,2.0,2.0,0.0,as vezes,transporte publico
F,25.493586,,104.704707,sim,sim,3.0,3.0,as vezes,nao,1.170515,,0.896842,as vezes,transporte publico
M,23.0,1.62,53.0,sim,sim,2.0,3.0,as vezes,nao,2.0,1.0,1.0,as vezes,transporte publico
M,25.920738,1.823755,105.800158,sim,sim,2.92711,3.0,as vezes,nao,2.151496,1.166064,1.509831,as vezes,
F,19.0,1.61,62.0,sim,sim,3.0,1.0,frequentemente,nao,2.0,1.0,,frequentemente,transporte publico
M,55.0,1.78,84.0,sim,nao,3.0,4.0,frequentemente,nao,3.0,3.0,0.0,frequentemente,andando
M,17.362129,1.80671,59.243506,sim,sim,2.424977,4.0,as vezes,nao,2.0,2.0,,nao,carro
F,21.274628,1.737453,50.479039,sim,sim,3.0,3.489918,,nao,1.326694,0.791929,0.128394,nao,transporte publico
F,20.0,,52.0,nao,sim,3.0,3.0,frequentemente,nao,1.0,3.0,1.0,nao,carro
F,38.464538,1.696423,78.967919,sim,sim,3.0,3.0,as vezes,nao,2.981604,,0.0,nao,carro
M,23.0,1.72,66.0,sim,sim,2.0,3.0,as vezes,nao,2.0,0.0,1.0,as vezes,andando
F,15.0,1.65,86.0,sim,sim,3.0,3.0,as vezes,nao,1.0,3.0,2.0,nao,andando
F,43.238402,1.733875,,sim,sim,2.353603,2.337035,as vezes,nao,,0.706287,0.0,nao,carro
F,20.0,,65.0,nao,nao,3.0,3.0,as vezes,nao,2.0,0.0,0.0,as vezes,transporte publico
M,21.18354,1.72,80.555875,sim,sim,2.0,2.468421,as vezes,nao,2.0,2.0,1.0,nao,transporte publico
F,23.469538,1.507106,64.814109,sim,nao,2.252472,3.986652,as vezes,nao,2.0,0.934286,0.890626,nao,transporte publico
F,40.654155,1.52906,79.760922,sim,sim,2.0,3.0,as vezes,nao,1.0,0.0,0.0,as vezes,carro
F,20.0,1.64,49.0,nao,nao,3.0,3.0,as vezes,sim,2.0,2.0,1.0,as vezes,carro
F,22.0,1.5,49.0,sim,nao,2.0,1.0,as vezes,nao,2.0,3.0,0.0,nao,andando
F,19.528936,1.817917,142.559161,,sim,3.0,3.0,as vezes,nao,2.562002,1.976427,0.740331,as vezes,transporte publico
M,37.638102,1.750085,118.114184,sim,sim,,3.0,as vezes,nao,2.024035,0.131371,0.0,as vezes,carro
M,33.0,1.85,97.92035,sim,sim,2.0,3.0,as vezes,nao,1.117464,1.0,0.663649,as vezes,transporte publico
M,23.0,1.8,90.0,sim,sim,1.0,3.0,sempre,nao,2.0,0.0,2.0,frequentemente,transporte publico
F,19.783234,1.747962,133.936535,sim,sim,3.0,,as vezes,nao,2.84174,,0.775378,as vezes,transporte publico
M,19.627,1.815409,85.302146,sim,sim,2.987148,3.483449,as vezes,nao,2.359246,2.060415,0.598999,as vezes,transporte publico
M,23.0,1.715118,81.650778,sim,sim,2.0,1.976744,as vezes,nao,1.628997,0.880584,1.127675,as vezes,transporte publico
F,22.676243,1.620938,82.283185,sim,sim,1.967061,1.0,as vezes,nao,2.548651,0.249264,1.516731,as vezes,transporte publico
M,20.924808,1.803245,105.686091,sim,sim,2.0,3.0,as vezes,nao,2.290368,0.001086,0.544128,as vezes,transporte publico
M,21.0,1.8,75.0,sim,sim,3.0,3.0,frequentemente,nao,1.0,2.0,0.0,as vezes,transporte publico
F,23.0,1.608469,82.954796,sim,sim,2.150054,2.988539,as vezes,nao,2.768325,2.08515,0.0,nao,transporte publico
M,21.0,1.82,67.0,nao,sim,2.0,4.0,sempre,sim,3.0,,2.0,as vezes,andando
F,25.470652,1.680218,104.807284,sim,sim,3.0,3.0,as vezes,nao,1.423073,0.197993,0.763359,as vezes,transporte publico
M,21.0,1.62,70.0,nao,sim,2.0,1.0,nao,nao,3.0,1.0,0.0,as vezes,
F,26.0,1.643892,,sim,sim,3.0,3.0,,nao,2.768141,0.0,0.094213,as vezes,transporte publico
M,30.610436,1.783914,120.549592,sim,sim,2.05687,3.0,as vezes,nao,2.358088,0.093418,1.759954,as vezes,carro
M,21.0,1.76,78.0,sim,sim,3.0,1.0,as vezes,nao,2.0,,0.0,as vezes,andando
M,41.0,1.75,110.0,sim,nao,2.0,1.0,as vezes,nao,1.0,1.0,0.0,frequentemente,carro
M,21.0,1.64,65.0,sim,,2.0,3.0,as vezes,nao,1.0,0.0,1.0,nao,transporte publico
M,25.062942,1.828391,120.998266,sim,sim,3.0,3.0,as vezes,nao,3.0,1.685369,0.264969,as vezes,transporte publico
,20.0,1.87,75.0,nao,sim,2.0,3.0,frequentemente,nao,1.0,1.0,1.0,as vezes,transporte publico
F,21.572114,1.751067,133.845064,sim,sim,3.0,3.0,as vezes,nao,2.748569,1.427037,0.902825,as vezes,transporte publico
F,22.033129,1.704223,51.437985,sim,sim,2.984425,3.0,frequentemente,nao,2.044694,2.008256,1.250871,nao,transporte publico
M,20.0,1.78,68.0,nao,nao,2.0,1.0,frequentemente,nao,3.0,2.0,1.0,nao,transporte publico
M,30.520854,1.784049,120.644178,sim,sim,2.499108,3.0,as vezes,nao,2.040952,0.838739,0.489854,as vezes,carro
M,21.098035,1.690437,96.366777,sim,sim,2.0,2.95833,as vezes,nao,2.0,0.0,1.595306,nao,transporte publico
M,25.0,1.87,66.0,nao,sim,3.0,3.0,sempre,nao,2.0,2.0,0.0,frequentemente,transporte publico
M,26.011928,1.777251,106.452367,sim,sim,3.0,3.0,as vezes,nao,1.911379,1.911096,1.032392,as vezes,transporte publico
M,31.761799,1.751688,119.205308,,sim,2.14961,3.0,as vezes,nao,2.133876,0.393452,0.345887,,carro
M,30.188303,1.758382,112.10074,sim,sim,,3.0,as vezes,nao,2.017712,0.0,0.731257,as vezes,carro
M,37.207082,1.762921,118.40174,sim,sim,2.13683,2.993084,as vezes,nao,1.885926,0.615298,,as vezes,carro
M,20.0,1.65,58.0,nao,sim,2.0,3.0,as vezes,nao,,,1.0,as vezes,transporte publico
M,24.408805,1.779547,118.740035,sim,sim,2.736298,2.992903,as vezes,nao,2.045561,0.854957,0.428452,as vezes,transporte publico
M,21.793724,1.75463,89.068227,sim,sim,2.0,2.041558,as vezes,nao,2.38725,0.813917,,as vezes,transporte publico
M,18.0,1.738702,50.248677,sim,sim,1.871213,3.0,as vezes,nao,1.283738,0.684879,1.487223,as vezes,transporte publico
M,27.83173,1.704028,101.634313,sim,sim,2.630401,1.0,as vezes,nao,1.0,0.245354,0.315261,as vezes,carro
F,21.009437,1.60681,67.773914,sim,sim,2.0,3.156309,nao,nao,3.0,1.179592,0.086868,as vezes,transporte publico
M,19.47554,1.857231,88.138777,sim,sim,2.061952,4.0,as vezes,nao,2.426465,2.0,0.160138,as vezes,transporte publico
M,22.283082,1.870931,89.251639,sim,sim,2.0,2.799979,as vezes,nao,1.081333,0.444347,1.0,as vezes,transporte publico
F,19.0,1.53,42.0,nao,nao,2.0,3.0,,nao,1.0,2.0,0.0,frequentemente,transporte publico
F,26.0,1.630927,111.485516,sim,sim,3.0,3.0,as vezes,nao,2.444125,,0.26579,as vezes,transporte publico
F,19.529746,1.751038,133.843033,sim,sim,3.0,3.0,as vezes,nao,2.955075,1.46046,0.655558,as vezes,transporte publico
F,18.152876,1.694969,92.508122,sim,sim,,3.0,as vezes,nao,1.383894,1.030526,0.831412,as vezes,transporte publico
M,18.0,1.7,50.0,nao,sim,1.0,3.0,frequentemente,nao,1.0,2.0,1.0,as vezes,transporte publico
F,39.135634,1.507867,79.58958,sim,sim,2.0,3.0,as vezes,nao,1.0,0.0,0.0,as vezes,carro
M,18.0,1.74,,nao,nao,3.0,3.0,as vezes,nao,2.0,3.0,0.0,nao,transporte publico
M,23.260061,1.849003,121.414744,sim,sim,3.0,2.595126,as vezes,nao,2.054072,0.835271,0.0,as vezes,transporte publico
M,31.540751,1.828092,91.495718,sim,sim,2.0,,as vezes,nao,,0.598438,0.017016,as vezes,carro
F,23.0,1.728834,51.442293,sim,sim,2.0,3.0,frequentemente,nao,1.229915,0.619533,2.0,nao,transporte publico
F,35.456326,1.651812,79.437921,sim,sim,2.156065,,as vezes,nao,1.221281,0.503279,1.796136,nao,carro
F,23.099906,1.571812,78.997166,sim,sim,2.0,1.0,as vezes,nao,2.0,0.402614,0.0,nao,transporte publico
M,23.0,1.8,60.0,sim,nao,2.0,3.0,nao,nao,3.0,0.0,1.0,as vezes,transporte publico
F,18.862264,1.746277,128.705761,sim,sim,3.0,3.0,as vezes,nao,2.411582,0.985287,0.675076,as vezes,transporte publico
M,28.377958,1.766946,113.235538,sim,sim,2.314175,3.0,as vezes,nao,2.151809,0.0,1.578517,,carro
F,31.0,1.58,68.0,sim,nao,2.0,1.0,,nao,1.0,1.0,0.0,as vezes,transporte publico
F,25.951979,1.661712,112.098616,sim,sim,3.0,3.0,as vezes,nao,2.961899,0.259424,0.080128,as vezes,transporte publico
F,20.81158,1.741193,128.763843,sim,sim,3.0,3.0,as vezes,nao,1.768111,0.616503,0.968151,as vezes,transporte publico
F,23.652435,1.562724,80.535698,sim,,2.0,1.0,as vezes,nao,2.0,,0.0,nao,transporte publico
M,18.0,1.782722,108.044313,sim,sim,2.0,2.655265,as vezes,nao,2.297896,1.0,0.552665,nao,transporte publico
F,16.928791,1.710948,45.248627,nao,sim,2.910733,3.12544,as vezes,nao,2.204263,2.407906,1.403037,as vezes,transporte publico
M,23.0,1.87,95.0,sim,sim,1.0,3.0,frequentemente,nao,2.0,0.0,2.0,frequentemente,transporte publico
M,21.142432,1.855353,86.413388,sim,sim,2.0,3.0,as vezes,nao,1.345298,1.097905,1.0,as vezes,transporte publico
F,43.510672,1.587546,76.126112,sim,sim,2.0,3.0,as vezes,nao,2.091934,0.0,0.0,as vezes,carro
F,21.521294,1.803677,160.639405,sim,sim,3.0,3.0,as vezes,nao,2.404049,0.427905,0.639894,as vezes,transporte publico
F,26.0,1.626503,110.818757,sim,sim,3.0,3.0,as vezes,nao,2.708927,0.0,0.278962,as vezes,transporte publico
M,19.0,1.69,60.0,nao,sim,2.0,3.0,sempre,nao,1.0,1.0,1.0,as vezes,transporte publico
F,16.865984,1.644053,67.439589,sim,sim,1.31415,1.068196,as vezes,nao,1.364957,,0.057926,nao,transporte publico
F,25.380557,1.630379,46.062954,sim,sim,2.690754,3.03779,frequentemente,nao,2.212296,1.616882,0.0,nao,transporte publico
F,18.874591,1.533609,41.669346,nao,sim,2.762325,1.163666,as vezes,nao,1.30491,0.25289,1.001405,as vezes,transporte publico
M,19.627,1.815409,85.302146,sim,sim,2.987148,3.483449,as vezes,nao,2.359246,2.060415,0.598999,as vezes,transporte publico
M,22.94313,1.819614,93.086419,sim,sim,1.882235,1.240046,as vezes,nao,2.0,0.0,1.541493,as vezes,transporte publico
F,26.0,1.628909,106.875927,sim,sim,3.0,3.0,as vezes,nao,,0.0,0.540812,as vezes,transporte publico
F,32.593129,1.721903,72.748903,sim,sim,2.0,3.0,as vezes,nao,1.0,0.0,1.339232,as vezes,carro
F,24.0,1.7,80.0,sim,sim,2.0,3.0,as vezes,nao,3.0,0.0,0.0,nao,transporte publico
,20.848608,1.726606,131.76807,sim,sim,3.0,3.0,as vezes,nao,1.759352,1.469928,0.950438,as vezes,transporte publico
F,19.314964,1.661403,49.932199,nao,sim,2.205439,3.0,as vezes,nao,1.530531,2.0,1.0,as vezes,transporte publico
M,19.816949,1.806947,85.079589,sim,,2.0,3.0,as vezes,nao,2.292073,1.067817,0.19668,as vezes,transporte publico
M,27.83173,1.704028,101.634313,sim,sim,2.630401,1.0,as vezes,nao,1.0,0.245354,0.315261,as vezes,carro
F,21.521294,1.803677,160.639405,sim,sim,3.0,3.0,as vezes,nao,2.404049,0.427905,0.639894,as vezes,transporte publico
F,40.993179,1.567756,79.493626,sim,sim,2.0,3.0,as vezes,nao,2.952506,0.0,0.0,nao,carro
F,25.988668,1.621671,105.313967,sim,sim,3.0,3.0,as vezes,nao,1.042989,0.097114,,as vezes,transporte publico
F,18.0,1.5,58.0,nao,sim,2.0,3.0,as vezes,nao,1.0,0.0,0.0,nao,transporte publico
M,25.137087,1.772045,114.067936,sim,sim,1.624366,3.0,as vezes,nao,2.081719,1.538922,0.356868,as vezes,transporte publico
F,16.950499,1.603501,65.0,sim,sim,2.96008,,as vezes,nao,2.0,0.736032,1.344072,nao,transporte publico
,19.434709,1.525691,42.0,nao,sim,3.0,1.0,frequentemente,nao,1.764055,0.0,0.560887,as vezes,transporte publico
M,32.707653,1.695347,102.810704,sim,sim,2.795086,2.129909,as vezes,nao,1.0,1.989316,0.0,nao,transporte publico
M,28.493397,1.817572,120.8158,sim,sim,2.969233,3.0,as vezes,,2.807984,,1.191998,as vezes,transporte publico
M,25.717522,1.673491,103.706181,sim,sim,2.668949,1.134321,as vezes,nao,1.279443,0.11243,1.135503,nao,transporte publico
M,31.761799,1.751688,119.205308,,sim,2.14961,3.0,as vezes,nao,2.133876,0.393452,0.345887,,carro
M,21.980847,1.819875,106.048516,sim,sim,2.0,3.0,as vezes,nao,2.745242,0.0,0.80898,as vezes,transporte publico
F,18.0,1.64,59.0,sim,sim,2.0,3.0,,nao,1.0,1.0,1.0,as vezes,transporte publico
M,26.0,1.91,84.0,sim,sim,3.0,3.0,frequentemente,sim,2.0,2.0,2.0,frequentemente,transporte publico
M,16.0,1.67,50.0,sim,sim,2.0,1.0,frequentemente,nao,3.0,1.0,0.0,nao,transporte publico
M,18.04892,1.721384,99.430612,sim,sim,2.0,3.0,as vezes,nao,2.0,1.579431,0.839862,nao,transporte publico
F,32.383858,1.640688,46.655622,sim,sim,3.0,3.11158,frequentemente,nao,2.721769,1.44287,0.0,nao,transporte publico
F,18.0,1.63,63.0,sim,,1.0,3.0,as vezes,nao,2.0,2.0,2.0,as vezes,transporte publico
F,26.0,1.618573,104.928643,sim,sim,3.0,3.0,as vezes,nao,1.698767,0.0,0.54396,as vezes,transporte publico
F,18.94093,1.746411,133.676663,sim,sim,3.0,3.0,as vezes,nao,2.864933,1.501647,0.786846,as vezes,transporte publico
M,23.0,1.70074,81.32297,sim,sim,2.0,2.720642,as vezes,nao,,0.279375,1.043435,as vezes,transporte publico
F,18.367481,1.745644,133.665587,sim,sim,3.0,,as vezes,nao,2.900857,1.508897,0.625371,,transporte publico
F,21.0,1.52,42.0,nao,nao,3.0,,frequentemente,nao,1.0,0.0,0.0,as vezes,transporte publico
F,38.464538,1.696423,78.967919,sim,sim,3.0,3.0,as vezes,nao,2.981604,,0.0,nao,carro
F,43.238402,1.733875,,sim,sim,2.353603,2.337035,as vezes,nao,,0.706287,0.0,nao,carro
F,,1.686033,104.772164,sim,sim,3.0,3.0,as vezes,nao,1.299194,0.234303,0.946888,as vezes,
F,30.0,1.71,82.0,sim,sim,3.0,4.0,,sim,1.0,0.0,0.0,nao,carro
F,20.102241,1.816868,153.959945,sim,sim,3.0,3.0,as vezes,nao,2.414739,1.917014,0.927982,as vezes,transporte publico
F,18.0,1.54,,nao,nao,3.0,4.0,frequentemente,nao,2.0,1.0,1.0,nao,transporte publico
M,18.0,1.787733,108.019211,sim,sim,2.0,2.37985,as vezes,nao,,1.0,0.652485,nao,transporte publico
M,35.322112,1.78,102.265955,sim,sim,2.787589,1.114564,as vezes,nao,3.0,2.710338,0.572185,as vezes,carro
F,25.617227,1.628019,108.265922,sim,sim,3.0,3.0,as vezes,nao,1.6213,0.090917,0.438216,as vezes,transporte publico
F,18.945961,1.605469,82.039,sim,sim,2.76533,3.0,as vezes,nao,,0.192559,0.720411,,transporte publico
M,35.0,1.77,85.0,sim,nao,3.0,3.0,frequentemente,nao,3.0,2.0,1.0,as vezes,carro
F,17.0,1.6,59.0,nao,sim,2.0,3.0,as vezes,nao,2.0,,2.0,nao,transporte publico
F,,1.65,61.0,nao,sim,3.0,1.0,as vezes,nao,3.0,1.0,0.0,as vezes,transporte publico
F,20.0,1.62,53.0,nao,sim,3.0,1.0,as vezes,nao,3.0,1.0,,nao,transporte publico
M,30.71516,1.650189,101.141277,sim,sim,,2.269799,as vezes,nao,1.0,1.889937,0.378818,nao,transporte publico
F,18.469086,1.741925,133.017105,sim,sim,3.0,3.0,as vezes,nao,2.474518,1.560261,0.662489,as vezes,transporte publico
F,25.962949,1.623812,109.996742,sim,sim,,3.0,as vezes,nao,2.395387,0.000272,0.461532,,transporte publico
M,24.912254,1.75596,112.277567,sim,sim,1.397468,3.0,as vezes,nao,2.01897,0.665439,0.062167,as vezes,carro
M,17.039058,1.799902,95.419668,sim,sim,2.0,3.0,as vezes,nao,3.0,1.04729,0.933802,as vezes,transporte publico
F,38.464538,1.696423,78.967919,sim,sim,3.0,3.0,as vezes,nao,2.981604,,0.0,nao,carro
M,30.475248,1.801368,121.094257,sim,sim,2.328469,3.0,as vezes,nao,2.001208,0.800487,0.176678,as vezes,carro
M,,1.76,70.0,sim,sim,2.0,4.0,frequentemente,nao,2.0,2.0,1.0,as vezes,carro
M,,1.62,70.0,nao,sim,2.0,1.0,nao,nao,3.0,1.0,0.0,as vezes,transporte publico
F,18.0,1.686904,90.004046,,sim,2.737149,3.0,as vezes,nao,1.997195,1.352663,0.468483,as vezes,transporte publico
F,21.28253,1.761773,133.903469,sim,sim,3.0,3.0,as vezes,nao,2.893062,1.408177,0.807457,as vezes,transporte publico
M,21.962219,1.931263,118.20313,sim,,2.0,3.0,as vezes,nao,,0.743593,1.0,as vezes,transporte publico
F,30.958957,1.633491,68.803694,sim,sim,2.052152,3.0,as vezes,nao,1.972074,0.228307,0.0,as vezes,carro
M,18.0,1.74,,nao,nao,3.0,3.0,as vezes,nao,2.0,3.0,0.0,nao,transporte publico
F,19.724106,1.734832,50.0,nao,nao,1.123939,,frequentemente,nao,1.0,1.303976,0.371941,as vezes,transporte publico
F,25.380557,1.630379,46.062954,sim,sim,2.690754,3.03779,frequentemente,nao,2.212296,1.616882,0.0,nao,transporte publico
M,,1.822084,58.443049,sim,sim,2.559571,3.047959,as vezes,nao,2.0,2.011646,0.588994,nao,carro
F,21.02497,1.666203,49.869791,sim,sim,3.0,3.0,frequentemente,nao,2.593459,2.0,1.0,nao,transporte publico
,23.572648,1.698346,75.0,sim,sim,2.0,3.0,as vezes,nao,2.0,0.345684,1.415536,as vezes,transporte publico
M,55.137881,1.657221,80.993213,sim,sim,2.0,3.0,as vezes,nao,2.0,1.0,0.0,nao,carro
M,20.101026,,104.303711,sim,sim,2.870895,1.627555,as vezes,nao,1.375728,0.210181,,nao,transporte publico
M,25.0,1.7,83.0,sim,sim,2.0,3.0,frequentemente,nao,2.0,0.0,1.0,as vezes,transporte publico
F,21.291969,1.8002,,sim,sim,3.0,3.0,as vezes,nao,2.351193,1.051889,0.686491,as vezes,transporte publico
M,18.0,1.82093,108.742005,sim,sim,,1.25535,as vezes,nao,2.497065,1.0,1.441605,nao,transporte publico
M,22.18881,1.717722,81.92991,sim,sim,2.0,1.152521,as vezes,nao,1.723159,1.39016,1.094941,as vezes,transporte publico
M,20.0,1.6,50.0,sim,nao,2.0,4.0,frequentemente,sim,2.0,3.0,2.0,nao,transporte publico
M,18.0,1.787733,108.019211,sim,sim,2.0,2.37985,as vezes,nao,,1.0,0.652485,nao,transporte publico
F,20.0,,65.0,nao,nao,3.0,3.0,as vezes,nao,2.0,0.0,0.0,as vezes,transporte publico
M,24.982997,1.78968,118.436166,sim,sim,1.469384,2.996444,as vezes,nao,2.067741,1.082236,0.150544,as vezes,transporte publico
F,20.954955,1.759358,55.01045,sim,sim,2.971574,3.592415,frequentemente,nao,2.894678,2.0,1.009632,nao,transporte publico
M,21.0,1.709561,,sim,sim,2.0,3.0,as vezes,nao,1.636326,1.0,0.0,as vezes,transporte publico
F,26.0,1.656465,111.949972,sim,,3.0,3.0,as vezes,nao,2.784303,0.0,0.127775,as vezes,transporte publico
F,25.816445,1.684082,104.592372,sim,sim,3.0,3.0,as vezes,nao,1.295436,0.282063,0.929356,as vezes,transporte publico
F,38.683794,1.501993,,,sim,2.0,3.0,as vezes,nao,1.0,0.0,0.0,as vezes,carro
M,18.0,1.750097,86.372141,sim,sim,2.907062,3.0,as vezes,nao,2.740848,1.219827,0.037634,as vezes,transporte publico
F,25.954995,1.592529,102.874549,sim,sim,3.0,3.0,as vezes,nao,1.074412,0.006265,0.845633,as vezes,transporte publico
M,21.997335,1.65,80.0,sim,sim,2.0,3.0,as vezes,nao,2.0,0.527341,2.0,nao,transporte publico
M,21.052016,1.69382,99.530971,sim,sim,2.0,1.672751,as vezes,nao,2.0,0.0,1.946173,nao,transporte publico
M,22.0,1.74,75.0,sim,,3.0,3.0,frequentemente,nao,1.0,1.0,0.0,nao,carro
M,31.426573,1.848683,99.0,sim,sim,2.759286,2.59257,as vezes,nao,2.549617,1.427233,,as vezes,carro
F,19.726522,1.508267,61.10403,nao,sim,2.778079,3.0,as vezes,nao,1.696691,0.94224,0.879925,as vezes,transporte publico
M,28.704462,1.762887,113.90198,sim,,2.323351,3.0,,nao,2.165048,0.0,1.493716,as vezes,carro
F,19.297004,1.817271,141.917802,sim,sim,3.0,3.0,as vezes,nao,2.699675,1.520818,0.76399,as vezes,transporte publico
F,17.0,1.7,85.0,sim,nao,2.0,3.0,frequentemente,,2.0,1.0,1.0,nao,transporte publico
,19.59904,1.566501,41.706283,nao,sim,2.967853,1.0,frequentemente,nao,1.131185,0.0,0.504176,as vezes,transporte publico
M,33.185661,1.836007,97.416417,sim,sim,2.0,1.724887,,nao,3.0,1.0,0.0,as vezes,carro
F,17.0,1.58,50.0,nao,sim,1.0,4.0,frequentemente,nao,2.0,,2.0,as vezes,transporte publico
M,25.879411,1.765464,114.144378,sim,sim,1.626369,3.0,as vezes,nao,2.109697,1.352973,0.076693,as vezes,transporte publico
M,22.851721,1.853373,,sim,sim,2.922511,2.692889,,nao,1.809531,0.478595,0.0,as vezes,transporte publico
M,21.962426,1.696336,75.0,sim,sim,2.0,3.0,as vezes,nao,1.825629,0.699592,0.142056,as vezes,transporte publico
M,19.0,1.74,74.0,sim,nao,3.0,1.0,as vezes,nao,3.0,,1.0,as vezes,andando
,16.913841,,85.803809,sim,sim,2.061969,3.0,as vezes,nao,1.229171,2.392047,1.256119,nao,transporte publico
F,20.741442,1.694439,,sim,sim,3.0,3.0,as vezes,nao,1.409444,0.933595,0.840393,as vezes,transporte publico
F,23.0,1.59,,sim,sim,2.0,1.0,frequentemente,nao,1.0,0.0,2.0,as vezes,transporte publico
M,18.0,,66.0,nao,sim,2.0,3.0,frequentemente,nao,1.0,1.0,1.0,as vezes,transporte publico
F,20.190733,1.680762,125.418548,sim,sim,3.0,3.0,as vezes,nao,1.124366,0.877067,0.552006,as vezes,transporte publico
M,21.0,1.62,70.0,nao,sim,2.0,1.0,nao,nao,3.0,1.0,0.0,as vezes,transporte publico
M,25.994746,1.811602,106.042142,sim,sim,3.0,3.0,as vezes,nao,2.858171,1.813318,,as vezes,transporte publico
M,21.624552,1.790151,106.320686,sim,sim,2.490776,3.0,as vezes,nao,2.654517,0.112454,0.756339,as vezes,transporte publico
F,21.768834,1.733383,135.524857,sim,sim,3.0,3.0,as vezes,nao,1.485736,1.950374,0.869238,as vezes,transporte publico
M,18.721041,1.775626,80.113493,sim,sim,1.687569,2.756405,as vezes,nao,2.079131,2.931527,0.68173,nao,transporte publico
F,25.617227,1.628019,108.265922,sim,sim,3.0,3.0,as vezes,nao,1.6213,0.090917,0.438216,as vezes,transporte publico
F,18.0,1.456346,55.523481,nao,sim,2.0,3.0,as vezes,nao,1.040342,0.497373,1.783319,as vezes,transporte publico
F,26.0,1.62439,110.008636,sim,sim,3.0,3.0,as vezes,,,0.0,0.368472,as vezes,transporte publico
F,23.0,1.75,56.0,nao,nao,3.0,3.0,frequentemente,nao,2.0,2.0,0.0,as vezes,transporte publico
M,19.226314,1.814255,,sim,sim,2.971351,3.390143,as vezes,nao,2.133767,2.318492,0.678618,as vezes,transporte publico
F,19.483036,1.53777,42.0,nao,sim,3.0,1.0,frequentemente,nao,1.387531,0.0,0.466169,as vezes,transporte publico
F,37.0,1.5,75.0,sim,sim,2.0,3.0,frequentemente,nao,1.0,0.0,0.0,as vezes,moto
M,17.405104,1.82525,58.913579,sim,sim,2.580872,3.887906,as vezes,nao,2.0,2.0,0.453649,nao,carro
F,25.964788,1.623938,109.984263,sim,sim,3.0,,as vezes,nao,2.471721,9.6e-05,0.433463,as vezes,transporte publico
F,17.08525,1.535618,57.259124,nao,sim,1.972545,2.339614,as vezes,nao,1.711074,0.095517,1.191053,as vezes,
M,,1.780791,102.921218,sim,sim,2.0,3.0,as vezes,nao,1.613829,1.251665,0.0,as vezes,transporte publico
F,17.823438,1.708406,50.0,nao,sim,1.642241,3.45259,as vezes,nao,1.099231,0.418875,1.0,as vezes,transporte publico
F,43.238402,1.733875,,sim,sim,2.353603,2.337035,as vezes,nao,,0.706287,0.0,nao,carro
M,18.0,1.7,55.3,,sim,3.0,3.0,as vezes,nao,2.0,3.0,0.0,as vezes,transporte publico
F,26.0,1.638836,110.970479,sim,sim,3.0,3.0,as vezes,nao,2.644135,0.0,0.357581,as vezes,transporte publico
M,19.693804,1.8,85.0,sim,sim,2.188722,3.0,as vezes,nao,2.721356,1.528968,1.0,as vezes,transporte publico
M,29.0,1.62,53.0,nao,sim,2.0,3.0,as vezes,nao,,0.0,0.0,as vezes,carro
M,17.0,1.8,68.0,sim,nao,2.0,3.0,as vezes,nao,1.0,2.0,1.0,as vezes,transporte publico
F,25.962949,1.623812,109.996742,sim,sim,,3.0,as vezes,nao,2.395387,0.000272,0.461532,,transporte publico
F,22.865018,1.632118,82.0,sim,sim,2.587789,1.482103,as vezes,nao,1.911664,0.0,,as vezes,transporte publico
M,17.039058,1.799902,95.419668,sim,sim,2.0,3.0,as vezes,nao,3.0,1.04729,0.933802,as vezes,transporte publico
F,29.463168,1.659172,71.170001,sim,sim,2.0,3.0,as vezes,nao,1.281683,1.609801,0.0,as vezes,carro
M,26.0,1.7,70.0,nao,sim,2.0,3.0,as vezes,sim,1.0,0.0,0.0,,transporte publico
M,32.241587,1.757961,87.906019,sim,sim,2.0,1.79558,as vezes,nao,1.855054,1.083572,0.218574,as vezes,transporte publico
F,18.0,1.63,63.0,sim,,1.0,3.0,as vezes,nao,2.0,2.0,2.0,as vezes,transporte publico
M,24.06894,1.706912,85.743727,sim,sim,2.0,2.994198,as vezes,nao,2.747302,0.0,0.799756,as vezes,transporte publico
M,33.015258,1.73196,84.315608,,sim,2.0,3.0,as vezes,nao,2.205911,1.293396,0.0,,carro
F,28.830558,1.7,78.0,sim,sim,,3.0,as vezes,nao,1.699971,1.727114,1.0,frequentemente,carro
F,26.0,1.622771,109.959714,sim,sim,3.0,3.0,as vezes,nao,2.679137,0.0,0.479348,as vezes,transporte publico
M,25.512048,1.660761,104.321463,sim,sim,2.748971,1.213431,as vezes,nao,1.448875,0.128548,1.239038,nao,transporte publico
F,19.0,1.64,53.0,sim,sim,3.0,3.0,as vezes,nao,1.0,1.0,1.0,nao,transporte publico
F,38.895069,1.549257,80.0,sim,sim,2.736628,1.130751,as vezes,nao,1.385175,1.666965,0.0,as vezes,carro
